[09:29:29 INF] Usage: Total CPU 1.49% | App CPU 0.00% | App Heap 5.29MB
[09:29:30 INF] Usage: Total CPU 0.19% | App CPU 0.00% | App Heap 5.29MB
[09:29:31 INF] Usage: Total CPU 0.12% | App CPU 0.00% | App Heap 5.29MB
[09:29:32 INF] Usage: Total CPU 0.49% | App CPU 0.00% | App Heap 5.29MB
[09:29:33 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 5.30MB
[09:29:34 INF] Usage: Total CPU 1.76% | App CPU 0.06% | App Heap 5.30MB
[09:29:35 INF] Usage: Total CPU 4.30% | App CPU 0.00% | App Heap 5.30MB
[09:29:36 INF] Usage: Total CPU 0.74% | App CPU 0.06% | App Heap 5.30MB
[09:29:37 INF] Usage: Total CPU 0.72% | App CPU 0.00% | App Heap 5.29MB
[09:29:38 INF] Usage: Total CPU 3.48% | App CPU 0.00% | App Heap 5.30MB
[09:29:39 INF] Usage: Total CPU 7.27% | App CPU 1.54% | App Heap 5.30MB
[09:29:40 INF] Usage: Total CPU 4.74% | App CPU 1.54% | App Heap 5.30MB
[09:29:41 INF] Usage: Total CPU 2.73% | App CPU 1.09% | App Heap 5.29MB
[09:29:42 INF] Usage: Total CPU 1.16% | App CPU 0.00% | App Heap 5.30MB
[09:29:43 INF] Usage: Total CPU 2.47% | App CPU 1.51% | App Heap 5.30MB
[09:29:44 INF] Usage: Total CPU 2.23% | App CPU 0.00% | App Heap 5.30MB
[09:29:45 INF] Usage: Total CPU 0.09% | App CPU 0.06% | App Heap 5.29MB
[09:29:46 INF] Usage: Total CPU 0.74% | App CPU 0.00% | App Heap 5.30MB
[09:29:47 INF] Usage: Total CPU 0.26% | App CPU 0.00% | App Heap 5.29MB
[09:29:48 INF] Usage: Total CPU 2.39% | App CPU 0.00% | App Heap 5.30MB
[09:29:49 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 5.29MB
[09:29:50 INF] Usage: Total CPU 3.47% | App CPU 0.95% | App Heap 5.30MB
[09:29:51 INF] Usage: Total CPU 2.54% | App CPU 0.00% | App Heap 5.30MB
[09:29:52 INF] Usage: Total CPU 6.71% | App CPU 0.00% | App Heap 5.29MB
[09:29:53 INF] Usage: Total CPU 5.48% | App CPU 1.55% | App Heap 5.29MB
[09:29:55 INF] Usage: Total CPU 3.86% | App CPU 0.00% | App Heap 5.29MB
[09:29:56 INF] Usage: Total CPU 6.19% | App CPU 0.00% | App Heap 5.30MB
[09:29:57 INF] Usage: Total CPU 4.65% | App CPU 0.00% | App Heap 5.29MB
[09:29:58 INF] Usage: Total CPU 0.80% | App CPU 0.00% | App Heap 5.30MB
[09:29:59 INF] Usage: Total CPU 0.64% | App CPU 0.00% | App Heap 5.30MB
[09:30:00 INF] Usage: Total CPU 1.44% | App CPU 0.00% | App Heap 5.30MB
[09:30:01 INF] Usage: Total CPU 2.30% | App CPU 0.00% | App Heap 5.29MB
[09:30:02 INF] Usage: Total CPU 1.18% | App CPU 0.00% | App Heap 5.30MB
[09:30:03 INF] Usage: Total CPU 1.73% | App CPU 0.00% | App Heap 5.29MB
[09:30:04 INF] Usage: Total CPU 1.83% | App CPU 0.00% | App Heap 5.29MB
[09:30:05 INF] Usage: Total CPU 0.53% | App CPU 0.00% | App Heap 5.29MB
[09:30:06 INF] Usage: Total CPU 0.44% | App CPU 0.00% | App Heap 5.29MB
[09:30:07 INF] Usage: Total CPU 4.88% | App CPU 0.00% | App Heap 5.29MB
[09:30:08 INF] Usage: Total CPU 2.79% | App CPU 0.00% | App Heap 5.30MB
[09:30:09 INF] Usage: Total CPU 2.67% | App CPU 0.06% | App Heap 5.29MB
[09:30:10 INF] Usage: Total CPU 2.54% | App CPU 0.06% | App Heap 5.29MB
[09:30:11 INF] Usage: Total CPU 2.74% | App CPU 1.54% | App Heap 5.29MB
[09:30:12 INF] Usage: Total CPU 1.10% | App CPU 0.00% | App Heap 5.29MB
[09:30:13 INF] Usage: Total CPU 0.67% | App CPU 0.00% | App Heap 5.30MB
[09:30:14 INF] Usage: Total CPU 0.40% | App CPU 0.06% | App Heap 5.30MB
[09:30:15 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 5.30MB
[09:30:16 INF] Usage: Total CPU 0.41% | App CPU 0.00% | App Heap 5.30MB
[09:30:17 INF] Usage: Total CPU 0.41% | App CPU 0.00% | App Heap 5.29MB
[09:30:18 INF] Usage: Total CPU 0.67% | App CPU 0.00% | App Heap 5.30MB
[09:30:19 INF] Usage: Total CPU 1.40% | App CPU 0.00% | App Heap 5.30MB
[09:30:20 INF] Usage: Total CPU 5.17% | App CPU 0.00% | App Heap 5.30MB
[09:30:21 INF] Usage: Total CPU 13.64% | App CPU 1.54% | App Heap 5.30MB
[09:30:22 INF] Usage: Total CPU 9.07% | App CPU 1.54% | App Heap 5.30MB
[09:30:23 INF] Usage: Total CPU 5.99% | App CPU 0.84% | App Heap 5.30MB
[09:30:24 INF] Usage: Total CPU 2.70% | App CPU 0.00% | App Heap 5.30MB
[09:30:25 INF] Usage: Total CPU 1.88% | App CPU 0.00% | App Heap 5.30MB
[09:30:26 INF] Usage: Total CPU 2.54% | App CPU 0.00% | App Heap 5.30MB
[09:30:27 INF] Usage: Total CPU 3.23% | App CPU 0.00% | App Heap 5.30MB
[09:30:28 INF] Usage: Total CPU 0.83% | App CPU 0.00% | App Heap 5.30MB
[09:30:29 INF] Usage: Total CPU 0.06% | App CPU 0.00% | App Heap 5.30MB
[09:30:30 INF] Usage: Total CPU 2.23% | App CPU 0.00% | App Heap 5.30MB
[09:30:31 INF] Usage: Total CPU 3.85% | App CPU 1.09% | App Heap 5.30MB
[09:30:32 INF] Usage: Total CPU 3.57% | App CPU 0.00% | App Heap 5.30MB
[09:30:33 INF] Usage: Total CPU 3.00% | App CPU 1.10% | App Heap 5.30MB
[09:30:34 INF] Usage: Total CPU 0.48% | App CPU 0.00% | App Heap 5.30MB
[09:30:35 INF] Usage: Total CPU 3.24% | App CPU 0.00% | App Heap 5.30MB
[09:30:36 INF] Usage: Total CPU 2.21% | App CPU 1.55% | App Heap 5.31MB
[09:30:37 INF] Usage: Total CPU 0.62% | App CPU 0.00% | App Heap 5.30MB
[09:30:38 INF] Usage: Total CPU 0.10% | App CPU 0.00% | App Heap 5.30MB
[09:30:39 INF] Usage: Total CPU 0.18% | App CPU 0.00% | App Heap 5.30MB
[09:30:40 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 5.30MB
[09:30:41 INF] Usage: Total CPU 7.64% | App CPU 0.00% | App Heap 5.31MB
[09:30:42 INF] Usage: Total CPU 8.49% | App CPU 0.00% | App Heap 5.30MB
[09:30:43 INF] Usage: Total CPU 5.37% | App CPU 0.00% | App Heap 5.30MB
[09:30:44 INF] Usage: Total CPU 0.64% | App CPU 0.00% | App Heap 5.30MB
[09:30:45 INF] Usage: Total CPU 1.04% | App CPU 0.00% | App Heap 5.25MB
[09:30:46 INF] Usage: Total CPU 3.18% | App CPU 0.00% | App Heap 5.31MB
[09:30:47 INF] Usage: Total CPU 3.07% | App CPU 1.09% | App Heap 5.30MB
[09:30:48 INF] Usage: Total CPU 1.09% | App CPU 0.00% | App Heap 5.31MB
[09:30:49 INF] Usage: Total CPU 0.87% | App CPU 0.00% | App Heap 5.31MB
[09:30:50 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 5.30MB
[09:30:51 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 5.30MB
[09:30:52 INF] Usage: Total CPU 5.59% | App CPU 0.00% | App Heap 5.30MB
[09:30:53 INF] Usage: Total CPU 4.92% | App CPU 0.00% | App Heap 5.31MB
[09:30:54 INF] Usage: Total CPU 3.09% | App CPU 0.00% | App Heap 5.31MB
[09:30:55 INF] Usage: Total CPU 5.56% | App CPU 0.06% | App Heap 5.30MB
[09:30:56 INF] Usage: Total CPU 4.72% | App CPU 0.00% | App Heap 5.30MB
[09:30:57 INF] Usage: Total CPU 1.49% | App CPU 0.00% | App Heap 5.30MB
[09:30:58 INF] Usage: Total CPU 2.97% | App CPU 0.00% | App Heap 5.31MB
[09:30:59 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 5.31MB
[09:31:00 INF] Usage: Total CPU 1.31% | App CPU 0.06% | App Heap 5.30MB
[09:31:01 INF] Usage: Total CPU 0.92% | App CPU 0.00% | App Heap 5.30MB
[09:31:02 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 5.30MB
[09:31:03 INF] Usage: Total CPU 2.49% | App CPU 1.54% | App Heap 5.31MB
[09:31:04 INF] Usage: Total CPU 0.78% | App CPU 0.00% | App Heap 5.31MB
[09:31:05 INF] Usage: Total CPU 1.17% | App CPU 0.00% | App Heap 5.30MB
[09:31:06 INF] Usage: Total CPU 0.16% | App CPU 0.00% | App Heap 5.31MB
[09:31:07 INF] Usage: Total CPU 4.24% | App CPU 0.00% | App Heap 5.31MB
[09:31:08 INF] Usage: Total CPU 2.53% | App CPU 0.00% | App Heap 5.31MB
[09:31:09 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 5.31MB
[09:31:10 INF] Usage: Total CPU 2.36% | App CPU 0.00% | App Heap 5.30MB
[09:31:11 INF] Usage: Total CPU 0.45% | App CPU 0.00% | App Heap 5.31MB
[09:31:12 INF] Usage: Total CPU 2.08% | App CPU 0.00% | App Heap 5.31MB
[09:31:13 INF] Usage: Total CPU 0.11% | App CPU 0.00% | App Heap 5.31MB
[09:31:15 INF] Usage: Total CPU 1.27% | App CPU 0.00% | App Heap 5.31MB
[09:31:16 INF] Usage: Total CPU 2.05% | App CPU 0.00% | App Heap 5.31MB
[09:31:17 INF] Usage: Total CPU 0.41% | App CPU 0.00% | App Heap 5.31MB
[09:31:18 INF] Usage: Total CPU 2.36% | App CPU 0.00% | App Heap 5.31MB
[09:31:19 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 5.31MB
[09:31:20 INF] Usage: Total CPU 2.78% | App CPU 0.06% | App Heap 5.31MB
[09:31:21 INF] Usage: Total CPU 3.81% | App CPU 0.00% | App Heap 5.31MB
[09:31:22 INF] Usage: Total CPU 0.63% | App CPU 0.00% | App Heap 5.30MB
[09:31:23 INF] Usage: Total CPU 0.43% | App CPU 0.00% | App Heap 5.31MB
[09:31:24 INF] Usage: Total CPU 2.54% | App CPU 0.00% | App Heap 5.31MB
[09:31:25 INF] Usage: Total CPU 1.03% | App CPU 0.00% | App Heap 5.30MB
[09:31:26 INF] Usage: Total CPU 3.14% | App CPU 0.00% | App Heap 5.31MB
[09:31:27 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 5.31MB
[09:31:28 INF] Usage: Total CPU 3.60% | App CPU 0.00% | App Heap 5.31MB
[09:31:29 INF] Usage: Total CPU 4.46% | App CPU 0.26% | App Heap 5.31MB
[09:31:30 INF] Usage: Total CPU 4.24% | App CPU 1.22% | App Heap 5.31MB
[09:31:31 INF] Usage: Total CPU 2.98% | App CPU 1.54% | App Heap 5.31MB
[09:31:32 INF] Usage: Total CPU 0.42% | App CPU 0.00% | App Heap 5.31MB
[09:31:33 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 5.31MB
[09:31:34 INF] Usage: Total CPU 6.48% | App CPU 0.00% | App Heap 5.31MB
[09:31:35 INF] Usage: Total CPU 4.70% | App CPU 0.00% | App Heap 5.31MB
[09:31:36 INF] Usage: Total CPU 4.26% | App CPU 0.06% | App Heap 5.31MB
[09:31:37 INF] Usage: Total CPU 0.23% | App CPU 0.00% | App Heap 5.31MB
[09:31:38 INF] Usage: Total CPU 2.76% | App CPU 0.00% | App Heap 5.31MB
[09:31:39 INF] Usage: Total CPU 2.86% | App CPU 1.54% | App Heap 5.31MB
[09:31:40 INF] Usage: Total CPU 0.47% | App CPU 0.00% | App Heap 5.31MB
[09:31:41 INF] Usage: Total CPU 0.04% | App CPU 0.00% | App Heap 5.31MB
[09:31:42 INF] Usage: Total CPU 3.09% | App CPU 0.00% | App Heap 5.31MB
[09:31:43 INF] Usage: Total CPU 2.06% | App CPU 0.00% | App Heap 5.31MB
[09:31:44 INF] Usage: Total CPU 2.22% | App CPU 0.06% | App Heap 5.31MB
[09:31:45 INF] Usage: Total CPU 1.84% | App CPU 0.00% | App Heap 5.32MB
[09:31:46 INF] Usage: Total CPU 1.40% | App CPU 1.53% | App Heap 5.31MB
[09:31:47 INF] Usage: Total CPU 1.24% | App CPU 0.00% | App Heap 5.32MB
[09:31:48 INF] Usage: Total CPU 1.79% | App CPU 0.00% | App Heap 5.31MB
[09:31:49 INF] Usage: Total CPU 2.15% | App CPU 1.53% | App Heap 5.31MB
[09:31:50 INF] Usage: Total CPU 1.33% | App CPU 0.00% | App Heap 5.32MB
[09:31:51 INF] Usage: Total CPU 1.80% | App CPU 0.00% | App Heap 5.31MB
[09:31:52 INF] Usage: Total CPU 4.77% | App CPU 0.00% | App Heap 5.32MB
[09:31:53 INF] Usage: Total CPU 3.98% | App CPU 0.00% | App Heap 5.31MB
[09:31:54 INF] Usage: Total CPU 5.18% | App CPU 0.00% | App Heap 5.31MB
[09:31:55 INF] Usage: Total CPU 5.14% | App CPU 0.00% | App Heap 5.31MB
[09:31:56 INF] Usage: Total CPU 6.45% | App CPU 0.00% | App Heap 5.31MB
[09:31:57 INF] Usage: Total CPU 2.69% | App CPU 0.00% | App Heap 5.31MB
[09:31:58 INF] Usage: Total CPU 2.64% | App CPU 0.00% | App Heap 5.32MB
[09:31:59 INF] Usage: Total CPU 0.46% | App CPU 0.00% | App Heap 5.32MB
[09:32:00 INF] Usage: Total CPU 0.58% | App CPU 0.00% | App Heap 5.32MB
[09:32:01 INF] Usage: Total CPU 0.42% | App CPU 0.00% | App Heap 5.31MB
[09:32:02 INF] Usage: Total CPU 2.27% | App CPU 0.00% | App Heap 5.31MB
[09:32:03 INF] Usage: Total CPU 0.89% | App CPU 0.00% | App Heap 5.31MB
[09:32:04 INF] Usage: Total CPU 1.84% | App CPU 0.00% | App Heap 5.31MB
[09:32:05 INF] Usage: Total CPU 2.70% | App CPU 0.06% | App Heap 5.31MB
[09:32:06 INF] Usage: Total CPU 0.75% | App CPU 0.00% | App Heap 5.31MB
[09:32:07 INF] Usage: Total CPU 0.91% | App CPU 0.00% | App Heap 5.31MB
[09:32:08 INF] Usage: Total CPU 3.70% | App CPU 0.00% | App Heap 5.31MB
[09:32:09 INF] Usage: Total CPU 0.35% | App CPU 0.00% | App Heap 5.32MB
[09:32:10 INF] Usage: Total CPU 0.84% | App CPU 0.00% | App Heap 5.31MB
[09:32:11 INF] Usage: Total CPU 0.20% | App CPU 0.00% | App Heap 5.32MB
[09:32:12 INF] Usage: Total CPU 2.59% | App CPU 0.00% | App Heap 5.31MB
[09:32:13 INF] Usage: Total CPU 2.17% | App CPU 0.00% | App Heap 5.31MB
[09:32:14 INF] Usage: Total CPU 0.17% | App CPU 0.00% | App Heap 5.31MB
[09:32:15 INF] Usage: Total CPU 0.43% | App CPU 0.00% | App Heap 5.32MB
[09:32:16 INF] Usage: Total CPU 4.44% | App CPU 0.00% | App Heap 5.31MB
[09:32:17 INF] Usage: Total CPU 2.40% | App CPU 0.00% | App Heap 5.31MB
[09:32:18 INF] Usage: Total CPU 1.44% | App CPU 0.00% | App Heap 5.32MB
[09:32:19 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 5.31MB
[09:32:20 INF] Usage: Total CPU 1.46% | App CPU 0.06% | App Heap 5.32MB
[09:32:21 INF] Usage: Total CPU 0.50% | App CPU 0.00% | App Heap 5.32MB
[09:32:22 INF] Usage: Total CPU 0.78% | App CPU 0.00% | App Heap 5.32MB
[09:32:23 INF] Usage: Total CPU 0.25% | App CPU 0.00% | App Heap 5.32MB
[09:32:24 INF] Usage: Total CPU 0.96% | App CPU 0.00% | App Heap 5.32MB
[09:32:25 INF] Usage: Total CPU 3.13% | App CPU 0.00% | App Heap 5.32MB
[09:32:26 INF] Usage: Total CPU 6.03% | App CPU 1.53% | App Heap 5.32MB
[09:32:27 INF] Usage: Total CPU 1.41% | App CPU 0.00% | App Heap 5.31MB
[09:32:28 INF] Usage: Total CPU 0.55% | App CPU 0.00% | App Heap 5.31MB
[09:32:29 INF] Usage: Total CPU 0.34% | App CPU 0.00% | App Heap 5.31MB
[09:32:30 INF] Usage: Total CPU 4.30% | App CPU 0.06% | App Heap 5.32MB
[09:32:32 INF] Usage: Total CPU 7.40% | App CPU 0.00% | App Heap 5.32MB
[09:32:33 INF] Usage: Total CPU 5.09% | App CPU 0.00% | App Heap 5.32MB
[09:32:34 INF] Usage: Total CPU 4.71% | App CPU 0.00% | App Heap 5.31MB
[09:32:35 INF] Usage: Total CPU 4.07% | App CPU 0.00% | App Heap 5.32MB
[09:32:36 INF] Usage: Total CPU 1.42% | App CPU 0.00% | App Heap 5.32MB
[09:32:37 INF] Usage: Total CPU 1.48% | App CPU 0.00% | App Heap 5.32MB
[09:32:38 INF] Usage: Total CPU 0.04% | App CPU 0.00% | App Heap 5.32MB
[09:32:39 INF] Usage: Total CPU 2.25% | App CPU 0.00% | App Heap 5.32MB
[09:32:40 INF] Usage: Total CPU 0.25% | App CPU 0.00% | App Heap 5.32MB
[09:32:41 INF] Usage: Total CPU 0.11% | App CPU 0.00% | App Heap 5.32MB
[09:32:42 INF] Usage: Total CPU 4.78% | App CPU 0.00% | App Heap 5.32MB
[09:32:43 INF] Usage: Total CPU 1.52% | App CPU 0.00% | App Heap 5.32MB
[09:32:44 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 5.32MB
[09:32:45 INF] Usage: Total CPU 1.29% | App CPU 0.26% | App Heap 5.32MB
[09:32:46 INF] Usage: Total CPU 0.32% | App CPU 0.00% | App Heap 5.32MB
[09:32:47 INF] Usage: Total CPU 4.31% | App CPU 0.00% | App Heap 5.32MB
[09:32:48 INF] Usage: Total CPU 3.47% | App CPU 1.54% | App Heap 5.32MB
[09:32:49 INF] Usage: Total CPU 0.98% | App CPU 0.06% | App Heap 5.32MB
[09:32:50 INF] Usage: Total CPU 0.18% | App CPU 0.00% | App Heap 5.32MB
[09:32:51 INF] Usage: Total CPU 0.55% | App CPU 0.00% | App Heap 5.33MB
[09:32:52 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 5.33MB
[09:32:53 INF] Usage: Total CPU 1.28% | App CPU 0.00% | App Heap 5.32MB
[09:32:54 INF] Usage: Total CPU 0.14% | App CPU 0.00% | App Heap 5.33MB
[09:32:55 INF] Usage: Total CPU 4.94% | App CPU 0.00% | App Heap 5.32MB
[09:32:56 INF] Usage: Total CPU 8.05% | App CPU 1.55% | App Heap 5.32MB
[09:32:57 INF] Usage: Total CPU 3.13% | App CPU 0.00% | App Heap 5.33MB
[09:32:58 INF] Usage: Total CPU 2.43% | App CPU 0.00% | App Heap 5.33MB
[09:32:59 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 5.33MB
[09:33:00 INF] Usage: Total CPU 2.49% | App CPU 0.13% | App Heap 5.33MB
[09:33:01 INF] Usage: Total CPU 1.78% | App CPU 0.06% | App Heap 5.32MB
[09:33:02 INF] Usage: Total CPU 2.95% | App CPU 1.55% | App Heap 5.33MB
[09:33:03 INF] Usage: Total CPU 1.82% | App CPU 0.00% | App Heap 5.33MB
[09:33:04 INF] Usage: Total CPU 0.43% | App CPU 0.00% | App Heap 5.33MB
[09:33:05 INF] Usage: Total CPU 1.74% | App CPU 0.00% | App Heap 5.33MB
[09:33:06 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 5.33MB
[09:33:07 INF] Usage: Total CPU 0.53% | App CPU 0.00% | App Heap 5.33MB
[09:33:08 INF] Usage: Total CPU 0.44% | App CPU 0.00% | App Heap 5.32MB
[09:33:09 INF] Usage: Total CPU 3.33% | App CPU 0.00% | App Heap 5.32MB
[09:33:10 INF] Usage: Total CPU 4.87% | App CPU 0.00% | App Heap 5.33MB
[09:33:11 INF] Usage: Total CPU 3.23% | App CPU 1.55% | App Heap 5.33MB
[09:33:12 INF] Usage: Total CPU 0.30% | App CPU 0.00% | App Heap 5.32MB
[09:33:13 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 5.33MB
[09:33:14 INF] Usage: Total CPU 2.66% | App CPU 0.00% | App Heap 5.33MB
[09:33:15 INF] Usage: Total CPU 0.20% | App CPU 0.00% | App Heap 5.32MB
[09:33:16 INF] Usage: Total CPU 0.71% | App CPU 0.00% | App Heap 5.33MB
[09:33:17 INF] Usage: Total CPU 3.29% | App CPU 0.06% | App Heap 5.32MB
[09:33:18 INF] Usage: Total CPU 2.03% | App CPU 0.78% | App Heap 5.33MB
[09:33:19 INF] Usage: Total CPU 2.50% | App CPU 0.00% | App Heap 5.32MB
[09:33:20 INF] Usage: Total CPU 0.61% | App CPU 0.00% | App Heap 5.32MB
[09:33:21 INF] Usage: Total CPU 0.29% | App CPU 0.00% | App Heap 5.32MB
[09:33:22 INF] Usage: Total CPU 4.99% | App CPU 0.00% | App Heap 5.32MB
[09:33:23 INF] Usage: Total CPU 2.86% | App CPU 0.00% | App Heap 5.32MB
[09:33:24 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 5.32MB
[09:33:25 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 5.33MB
[09:33:26 INF] Usage: Total CPU 0.64% | App CPU 0.06% | App Heap 5.32MB
[09:33:27 INF] Usage: Total CPU 1.72% | App CPU 0.00% | App Heap 5.32MB
[09:33:28 INF] Usage: Total CPU 1.01% | App CPU 0.00% | App Heap 5.32MB
[09:33:29 INF] Usage: Total CPU 0.78% | App CPU 0.00% | App Heap 5.32MB
[09:33:30 INF] Usage: Total CPU 2.70% | App CPU 0.00% | App Heap 5.33MB
[09:33:31 INF] Usage: Total CPU 0.61% | App CPU 0.00% | App Heap 5.32MB
[09:33:32 INF] Usage: Total CPU 3.57% | App CPU 0.00% | App Heap 5.33MB
[09:33:33 INF] Usage: Total CPU 0.66% | App CPU 0.00% | App Heap 5.33MB
[09:33:34 INF] Usage: Total CPU 0.47% | App CPU 0.00% | App Heap 5.32MB
[09:33:35 INF] Usage: Total CPU 2.01% | App CPU 0.00% | App Heap 5.32MB
[09:33:36 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 5.32MB
[09:33:37 INF] Usage: Total CPU 1.83% | App CPU 0.06% | App Heap 5.33MB
[09:33:38 INF] Usage: Total CPU 4.87% | App CPU 0.06% | App Heap 5.32MB
[09:33:39 INF] Usage: Total CPU 3.88% | App CPU 0.00% | App Heap 5.32MB
[09:33:40 INF] Usage: Total CPU 4.94% | App CPU 1.09% | App Heap 5.33MB
[09:33:41 INF] Usage: Total CPU 2.07% | App CPU 0.00% | App Heap 5.32MB
[09:33:42 INF] Usage: Total CPU 3.79% | App CPU 0.00% | App Heap 5.32MB
[09:33:43 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 5.32MB
[09:33:44 INF] Usage: Total CPU 0.98% | App CPU 0.00% | App Heap 5.32MB
[09:33:45 INF] Usage: Total CPU 3.34% | App CPU 0.26% | App Heap 5.33MB
[09:33:46 INF] Usage: Total CPU 1.73% | App CPU 0.00% | App Heap 5.33MB
[09:33:47 INF] Usage: Total CPU 0.76% | App CPU 0.00% | App Heap 5.33MB
[09:33:48 INF] Usage: Total CPU 2.14% | App CPU 0.06% | App Heap 5.33MB
[09:33:49 INF] Usage: Total CPU 0.86% | App CPU 0.00% | App Heap 5.33MB
[09:33:50 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 5.33MB
[09:33:51 INF] Usage: Total CPU 0.70% | App CPU 0.00% | App Heap 5.33MB
[09:33:52 INF] Usage: Total CPU 0.54% | App CPU 0.00% | App Heap 5.33MB
[09:33:54 INF] Usage: Total CPU 0.32% | App CPU 0.00% | App Heap 5.33MB
[09:33:55 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 5.33MB
[09:33:56 INF] Usage: Total CPU 5.78% | App CPU 0.00% | App Heap 5.33MB
[09:33:57 INF] Usage: Total CPU 4.60% | App CPU 0.00% | App Heap 5.33MB
[09:33:58 INF] Usage: Total CPU 1.63% | App CPU 0.00% | App Heap 5.33MB
[09:33:59 INF] Usage: Total CPU 3.31% | App CPU 1.47% | App Heap 5.33MB
[09:34:00 INF] Usage: Total CPU 4.64% | App CPU 1.52% | App Heap 5.33MB
[09:34:01 INF] Usage: Total CPU 2.78% | App CPU 0.00% | App Heap 5.34MB
[09:34:02 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 5.33MB
[09:34:03 INF] Usage: Total CPU 0.89% | App CPU 0.00% | App Heap 5.34MB
[09:34:04 INF] Usage: Total CPU 2.31% | App CPU 0.00% | App Heap 5.33MB
[09:34:05 INF] Usage: Total CPU 0.83% | App CPU 0.00% | App Heap 5.33MB
[09:34:06 INF] Usage: Total CPU 0.36% | App CPU 0.00% | App Heap 5.34MB
[09:34:07 INF] Usage: Total CPU 0.33% | App CPU 0.00% | App Heap 5.33MB
[09:34:08 INF] Usage: Total CPU 1.23% | App CPU 0.00% | App Heap 5.33MB
[09:34:09 INF] Usage: Total CPU 3.09% | App CPU 0.00% | App Heap 5.33MB
[09:34:10 INF] Usage: Total CPU 3.80% | App CPU 0.00% | App Heap 5.33MB
[09:34:11 INF] Usage: Total CPU 2.72% | App CPU 0.00% | App Heap 5.33MB
[09:34:12 INF] Usage: Total CPU 0.04% | App CPU 0.00% | App Heap 5.33MB
[09:34:13 INF] Usage: Total CPU 3.28% | App CPU 0.00% | App Heap 5.33MB
[09:34:14 INF] Usage: Total CPU 4.34% | App CPU 1.47% | App Heap 5.33MB
[09:34:15 INF] Usage: Total CPU 2.13% | App CPU 1.48% | App Heap 5.33MB
[09:34:16 INF] Usage: Total CPU 0.43% | App CPU 0.00% | App Heap 5.33MB
[09:34:17 INF] Usage: Total CPU 0.34% | App CPU 0.00% | App Heap 5.33MB
[09:34:18 INF] Usage: Total CPU 0.23% | App CPU 0.00% | App Heap 5.33MB
[09:34:19 INF] Usage: Total CPU 3.48% | App CPU 0.06% | App Heap 5.34MB
[09:34:20 INF] Usage: Total CPU 2.94% | App CPU 0.00% | App Heap 5.33MB
[09:34:21 INF] Usage: Total CPU 2.95% | App CPU 1.54% | App Heap 5.34MB
[09:34:22 INF] Usage: Total CPU 11.50% | App CPU 0.00% | App Heap 5.33MB
[09:34:23 INF] Usage: Total CPU 11.11% | App CPU 1.54% | App Heap 5.33MB
[09:34:24 INF] Usage: Total CPU 3.19% | App CPU 1.55% | App Heap 5.33MB
[09:34:25 INF] Usage: Total CPU 1.24% | App CPU 0.00% | App Heap 5.33MB
[09:34:26 INF] Usage: Total CPU 1.44% | App CPU 0.00% | App Heap 5.33MB
[09:34:27 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 5.34MB
[09:34:28 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 5.34MB
[09:34:29 INF] Usage: Total CPU 0.06% | App CPU 0.00% | App Heap 5.34MB
[09:34:30 INF] Usage: Total CPU 0.90% | App CPU 0.00% | App Heap 5.34MB
[09:34:31 INF] Usage: Total CPU 0.59% | App CPU 0.00% | App Heap 5.34MB
[09:34:32 INF] Usage: Total CPU 3.08% | App CPU 0.06% | App Heap 5.33MB
[09:34:33 INF] Usage: Total CPU 2.12% | App CPU 1.03% | App Heap 5.34MB
[09:34:34 INF] Usage: Total CPU 0.62% | App CPU 0.00% | App Heap 5.34MB
[09:34:35 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 5.34MB
[09:34:36 INF] Usage: Total CPU 1.88% | App CPU 0.00% | App Heap 5.34MB
